algo,graph_num_nodes,graph_num_edges,num_queue_pushes,num_settled,num_labels_propagated,num_labels_reset,num_nodes_searched,time_ms,path_distance,path_number_nodes,path_number_flagged_nodes,path_number_pauses
astar_bidir_chpot,81505729,189837356,421063,421063,466949,0,421063,674738.270026,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,485341,485341,529167,0,485341,494031.366752,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,3808140,3873427,4270467,14,2071416,617121.768847,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,8889,8291,9513,16,3934,8.211481,42557385,3101,3,2
astar_bidir_chpot,81505729,189837356,295043801,398820869,429120969,61581,63218760,708147.455163,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,19633687,20451170,21425665,759,6074238,28649.006685,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,19603,17339,23276,134,9782,29.228682999999997,41073181,2526,4,2
astar_bidir_chpot,81505729,189837356,805772,805772,896509,0,805772,437825.22801200004,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,302589,321434,366610,158,238965,1720.936628,58230957,2309,4,3
astar_bidir_chpot,81505729,189837356,488874,576491,651661,69,228855,1308.19656,40273643,2109,8,2
astar_bidir_chpot,81505729,189837356,712759,699640,786510,199,645813,128785.86251499999,74867183,4995,11,4
astar_bidir_chpot,81505729,189837356,269960964,354129849,380142281,46311,63218760,584027.38067,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,58063,58063,62704,0,58063,2.16519,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,13658,11688,14354,50,8240,20.024756,47121823,3246,8,2
astar_bidir_chpot,81505729,189837356,21243901,22700062,23783734,690,6074238,508854.189362,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,2288335,2855047,2970338,30,1217214,503773.454451,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,245844532,319792427,343710281,33585,63218760,515841.55023899995,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,3512,3100,3610,19,2271,6.8831359999999995,22873033,1772,2,1
astar_bidir_chpot,81505729,189837356,222409,212963,238231,12,197007,2904.7299749999997,55892775,3350,5,3
astar_bidir_chpot,81505729,189837356,2354022,2530916,2826666,212,1607171,5194.959495,53295244,2179,7,3
astar_bidir_chpot,81505729,189837356,76881070,95872026,103553695,16062,18004945,263651.54706099996,208494395,10550,37,12
