algo,graph_num_nodes,graph_num_edges,num_queue_pushes,num_settled,num_labels_propagated,num_labels_reset,num_nodes_searched,time_ms,path_distance,path_number_nodes,path_number_flagged_nodes,path_number_short_pauses,path_number_long_pauses
astar_chpot,12547874,29477659,5946,5186,5992,4,4859,4.137217000000001,22016576,1749,1,1,0
astar_chpot,12547874,29477659,5414,4360,5535,7,3720,3.840359,27416635,2447,1,1,0
astar_chpot,12547874,29477659,3689,3051,3776,6,2682,2.918068,21247383,1822,2,1,0
astar_chpot,12547874,29477659,1805,1357,1810,0,1357,1.734674,11042522,1357,0,0,0
astar_chpot,12547874,29477659,1789,1355,1806,0,1355,1.684655,11555522,1355,0,0,0
astar_chpot,12547874,29477659,1818,1523,1822,1,1523,1.679792,16091882,1523,0,0,0
astar_chpot,12547874,29477659,1010,835,1024,3,835,1.087589,7653678,835,0,0,0
astar_chpot,12547874,29477659,1792,1055,1812,0,1055,1.510113,7935886,1055,0,0,0
astar_chpot,12547874,29477659,4196,3650,4340,4,2435,2.739174,20299233,1576,1,1,0
astar_chpot,12547874,29477659,1636,1294,1643,0,1294,1.487193,14334300,1294,0,0,0
astar_chpot,12547874,29477659,1049,865,1051,1,865,1.118911,9636810,865,0,0,0
astar_chpot,12547874,29477659,748,619,751,0,619,0.833974,6810635,619,0,0,0
astar_chpot,12547874,29477659,1567,1256,1576,0,1256,1.4393179999999999,14148335,1256,0,0,0
astar_chpot,12547874,29477659,1548,1198,1633,1,1198,1.416777,12507950,1198,0,0,0
astar_chpot,12547874,29477659,1075,784,1084,0,784,1.014224,7234843,784,0,0,0
astar_chpot,12547874,29477659,5131,4099,5319,7,3851,3.6733059999999997,21956599,1852,2,1,0
astar_chpot,12547874,29477659,6204,5092,6353,7,4491,4.3440010000000004,20266904,1741,2,1,0
astar_chpot,12547874,29477659,5722,4709,5868,4,3705,3.9651520000000002,21012120,1643,1,1,0
astar_chpot,12547874,29477659,4897,4108,4989,2,3037,3.2665960000000003,20306486,1609,1,1,0
astar_chpot,12547874,29477659,1,1,0,0,1,0.09102400000000001,NaN,NaN,NaN,NaN,NaN
